5

1 5 10
4845 996 68 440
4848 34 31 323
4851 302 97 264
4851 168 21 402
4859 923 45 307
4862 335 55 101
4862 94 13 257
4867 787 81 126
4870 178 70 199
4879 587 28 155
4882 449 61 263
4883 833 59 91
4883 969 10 421
4884 458 22 211
4887 537 23 397
4890 943 23 228
4890 538 87 239
4900 366 78 226
4901 953 14 33
4903 738 60 349
4906 874 55 352
4907 32 22 112
4911 686 52 362
4917 317 14 298
4921 96 13 373
4926 919 99 158
4926 807 74 337
4928 709 17 25
4931 391 95 165
4933 288 29 386
4935 677 62 273
4938 296 24 216
4939 195 58 60
4939 316 68 306
4944 285 83 421
4945 905 22 82
4946 268 100 495
4947 960 99 249
4948 404 27 155
4953 543 38 96
4953 638 77 365
4955 973 71 236
4955 604 74 498
4958 173 13 300
4966 902 79 407
4970 906 96 153
4970 214 79 356
4971 51 96 140
4971 198 15 327
4974 103 25 210
4974 140 74 286
4976 487 87 172
4977 831 59 398
4988 143 87 92
4990 794 58 219
4990 371 53 220
4993 520 98 165
4994 235 84 209
4995 487 76 446
4999 893 44 467
5000 453 11 403
5013 404 59 484
5014 848 73 283
5015 446 44 223
5019 432 100 148
5019 503 82 484
5021 728 69 421
5022 996 28 404
5023 284 87 486
5024 38 93 258
5025 639 18 140
5025 662 39 419
5030 651 21 468
5036 13 53 294
5040 435 49 227
5045 149 19 311
5049 454 70 221
5052 771 23 58
5052 131 86 418
5053 955 51 200
5061 761 42 202
5064 575 53 315
5065 760 18 424
5068 311 25 271
5075 858 46 227
5075 688 62 461
5078 554 88 215
5079 402 63 402
5079 398 54 420
5082 599 44 113
5083 541 47 179
5083 795 29 276
5084 35 100 252
5084 542 32 342
5086 849 60 182
5087 433 14 442
5090 226 31 66
5090 32 22 460
5092 702 33 229
5092 570 79 229
5092 622 39 464
5094 923 67 224
5095 621 97 281
5096 756 28 213
5098 214 67 222
5098 576 65 274
5100 655 12 349
5102 780 77 273
5106 757 74 272
5110 338 76 273
5115 927 31 182
5117 195 95 350
5118 338 42 221
5118 299 87 277
5120 684 48 170
5121 663 69 477
5122 228 40 499
5123 251 48 196
5123 630 34 349
5123 938 86 475
5128 614 28 231
5129 424 39 65
5129 709 34 361
5129 370 97 448
5133 319 58 202
5134 49 30 425
5135 317 38 61
5136 819 17 337
5137 267 40 478
5140 398 82 287
5141 87 13 401
5145 823 32 121
5145 188 72 230
5146 682 76 82
5150 32 70 278
5151 749 52 115
5151 166 23 419
5155 669 26 51
5160 106 70 361
5161 879 85 199
5162 429 62 326
5167 120 83 387
5170 957 60 304
5172 160 30 383
5181 558 18 178
5185 569 28 128
5188 40 69 318
5189 121 62 253
5189 377 29 262
5201 393 48 65
5201 371 62 454
5203 610 46 279
5206 924 10 130
5206 344 80 298
5206 788 86 407
5207 333 80 214
5208 665 85 205
5210 687 32 43
5210 368 81 389
5211 810 36 283
5214 858 79 492
5217 390 74 115
5217 547 43 124
5217 868 30 466
5221 841 71 223
5223 532 36 228
5224 667 82 139
5224 501 76 285
5225 710 46 286
5225 65 67 330
5228 70 31 206
5229 772 30 475
5232 931 46 90
5232 871 66 467
5233 426 99 358
5243 558 28 31
5250 495 24 477
5252 597 77 251
5254 58 13 174
5254 584 72 205
5257 863 52 61
5257 774 35 135
5257 389 18 331
5264 395 70 493
5265 654 63 205
5265 315 10 288
5270 37 33 141
5272 210 81 133
5272 358 33 154
5275 557 89 138
5281 266 43 79
5281 475 30 266
5286 727 75 414
5289 234 19 271
5292 743 77 194
5293 828 33 352
5293 637 30 393
5295 441 32 372
5299 101 59 469
5300 399 37 206
5301 348 33 238
5302 473 31 165
5311 76 19 407
5318 825 16 319
5323 913 17 482
5325 808 77 108
5326 427 20 115
5333 43 54 348
5334 214 30 128
5334 414 58 198
5336 236 36 313
5338 317 24 319
5339 587 68 86
5340 315 72 207
5344 142 91 351
5346 865 44 407
5347 349 64 373
5349 846 14 289
5350 52 47 340
5350 597 25 397
5352 998 69 400
5353 71 62 312
5357 110 35 254
5358 320 31 177
5360 508 92 92
5361 661 16 98
5362 989 71 281
5362 979 89 384
5369 146 20 457
5371 230 84 222
5372 981 84 451
5375 128 21 373
5376 346 59 445
5378 688 46 205
5380 191 88 399
5381 376 10 43
5384 668 47 289
5384 211 16 394
5385 433 93 461
5388 340 86 96
5388 225 99 320
5391 289 45 133
5396 445 99 106
5396 99 18 243
5396 792 19 495
5398 208 39 483
5400 648 13 225
5400 831 18 249
5400 59 43 443
5402 212 23 65
5402 339 71 81
5406 725 91 124
5407 626 87 96
5408 768 38 434
5408 620 83 469
5415 963 36 474
5416 87 57 430
5417 644 81 271
5423 614 29 138
5424 138 97 380
5425 598 25 159
5425 740 59 279
5428 941 87 119
5430 746 11 452
5432 749 70 415
5432 553 27 461
5433 422 48 345
5439 624 52 73
5442 699 47 432
5444 548 61 389
5446 454 37 467
5449 491 45 99
5449 323 96 244
5451 587 19 449
5456 983 21 76
5458 226 13 376
5461 289 23 131
5464 547 53 488
5466 719 46 100
5467 217 87 113
5468 178 29 62
5469 727 87 429
5469 734 95 429
5471 446 42 69
5472 990 21 110
5473 138 98 127
5487 181 59 378
5491 859 45 395
5494 36 86 329
5496 573 23 99
5497 601 68 259
5497 820 41 329
5502 237 29 410
5507 821 38 198
5512 250 96 202
5512 589 30 282
5519 149 64 103
5520 62 14 17
5524 962 44 107
5525 25 100 424
5528 791 41 372
5531 991 19 114
5534 962 39 162
5538 236 48 469
5539 892 88 420
5540 982 64 294
5543 593 90 126
5548 402 13 240
5548 567 33 364
5552 722 39 209
5555 163 52 317
5558 446 21 253
5559 247 92 244
5560 566 59 279
5562 693 87 331
5564 716 63 134
5564 258 93 350
5565 671 88 312
5566 708 62 311
5566 83 62 391
5567 25 35 387
5571 937 78 88
5573 177 73 341
5573 86 63 387
5575 83 23 367
5577 696 76 157
5579 695 86 145
5584 393 61 202
5584 229 55 268
5585 682 81 87
5591 219 94 295
5593 145 27 485
5594 495 45 454
5595 373 88 134
5596 953 46 441
5598 84 17 119
5600 808 73 239
5603 924 63 195
5604 922 91 207
5605 185 76 311
5605 26 84 406
5606 699 20 98
5606 855 81 244
5606 133 83 244
5606 800 53 312
5608 903 89 94
5610 627 78 155
5614 658 91 176
5615 69 10 171
5620 664 55 196
5621 181 72 468
5625 560 29 334
5628 77 42 416
5631 408 96 496
5638 397 14 305
5638 185 27 486
5641 308 10 177
5641 946 68 446
5645 976 48 296
5647 397 71 300
5656 859 99 191
5663 691 42 178
5666 690 37 210
5666 715 98 266
5669 568 21 216
5670 808 26 378
5672 580 76 282
5674 557 10 97
5674 907 92 104
5679 864 10 102
5680 927 48 62
5680 406 22 162
5682 960 60 142
5686 729 81 398
5687 499 10 216
5692 28 85 478
5695 333 47 471
5700 827 81 428
5702 861 35 157
5705 361 52 342
5709 125 95 368
5709 590 78 483
5712 309 39 305
5717 709 78 327
5717 671 57 342
5717 360 53 468
5719 666 98 418
5731 92 77 350
5733 152 68 223
5734 959 59 207
5734 458 38 309
5735 998 34 186
5736 76 79 375
5741 299 58 294
5743 602 59 375
5749 242 49 254
5750 831 73 389
5760 953 82 498
5762 33 79 500
5767 85 98 354
5770 960 70 171
5775 449 24 253
5775 472 22 424
5779 185 75 132
5779 396 70 245
5780 140 96 370
5780 609 71 454
5781 762 78 424
5783 507 61 216
5783 239 99 230
5783 170 41 318
5785 488 43 122
5786 805 18 192
5787 965 64 369
5788 387 52 240
5791 712 32 90
5791 470 98 399
5792 457 82 137
5793 315 83 84
5793 242 13 331
5795 177 42 302
5801 635 80 217
5801 808 64 332
5804 650 58 282
5811 677 62 274
5815 557 59 161
5816 370 67 148
5820 521 82 372
5822 208 70 401
5823 241 75 375
5823 887 19 430
5825 114 50 237
5827 381 46 251
5830 617 91 202
5830 252 47 450
5831 1000 58 436
5832 576 94 147
5832 388 19 445
5832 411 71 463
5834 167 29 245
5839 11 54 179
5841 312 52 86
5844 109 46 93
5844 75 91 461
5845 251 40 343
5845 97 91 384
5846 826 62 446
5849 887 17 249
5849 522 100 399
5849 886 45 497
5854 896 60 483
5855 999 19 358
5857 339 34 302
5858 364 57 382
5858 759 94 478
5862 519 85 398
5863 686 82 281
5865 208 10 344
5865 149 16 401
5866 732 75 137
5868 986 70 138
5869 775 98 415
5870 560 78 494
5871 483 63 91
5874 128 39 195
5875 574 18 241
5878 750 13 55
5883 678 53 121
5884 49 14 419
5885 147 83 170
5885 560 25 415
5886 132 32 48
5891 712 85 194
5892 596 94 170
5894 230 78 139
5894 128 28 492
5895 344 45 391
5896 971 23 447
5897 195 100 403
5898 564 61 489
5904 182 71 349
5905 796 13 102
5905 24 36 199
5906 373 20 268
5912 759 48 402
5914 237 54 483
5915 520 42 89
5915 515 64 439
5918 182 88 226
5921 198 86 150
5922 412 61 164
5925 84 99 452
5926 975 42 251
5926 335 44 281
5929 574 17 84
5937 232 24 81
5937 374 37 145
5938 394 17 238
5938 672 62 423
5944 166 80 254
5947 170 17 450
5948 123 40 179
5950 590 83 479
5953 497 57 358
5956 831 47 256
5958 521 14 38
5959 523 56 166
5959 394 99 195
5959 851 40 472
5960 903 48 163
5961 558 83 192
5962 798 90 190
5963 834 45 437
5965 184 91 184
5966 423 79 382
5969 901 87 409
5971 909 27 463
5972 742 32 322
5976 61 14 54
5978 87 99 381
5981 796 53 224
5983 253 32 457
5986 968 34 150
5986 736 73 485
5987 33 20 79
5990 666 23 409
5993 569 58 457
5994 322 66 318
5995 182 47 53
5995 307 23 359
5999 504 97 447
6002 608 42 201
6002 743 31 217
6005 687 13 184
6006 892 35 65
6006 752 55 268
6008 831 38 256
6009 363 12 33
6011 771 22 437
6013 355 91 196
6015 219 56 62
6015 918 19 436
6015 369 26 452
6016 648 54 419
6017 403 32 32
6018 553 67 413
6019 532 64 251
6023 59 40 275
6027 640 71 223
6027 198 44 458
6027 314 78 464
6027 106 96 490
6028 745 51 271
6036 968 85 245
6038 586 79 343
6040 704 42 86
6041 119 71 130
6041 277 28 368
6045 525 43 178
6046 391 10 375
6048 39 39 99
6048 12 87 473
6050 527 58 108
6051 117 49 393
6053 984 81 194
6056 360 71 247
6058 34 40 92
6059 612 74 213
6064 507 99 104
6064 679 17 191
6068 761 18 387
6069 949 90 248
6069 10 14 305
6071 986 49 410
6073 341 43 99
6073 267 77 135
6073 960 58 451
6076 68 58 368
6077 849 56 323
6078 842 44 355
6078 803 47 360
6078 18 66 480
6082 775 68 159
6082 497 91 236
6087 590 97 465
6088 607 21 190
6092 327 34 407
6095 595 97 221
6096 118 89 172
6096 507 81 219
6102 510 16 381
6102 497 75 474
6105 24 85 114
6105 906 30 484
6105 831 76 487
6109 688 87 208
6113 615 91 418
6115 883 46 456
6116 578 12 142
6116 262 26 177
6118 25 30 418
6121 356 39 145
6125 516 81 216
6129 551 45 177
6130 454 54 323
6133 724 34 127
6133 345 22 314
6134 910 49 195
6134 736 90 494
6135 348 37 436
6141 750 52 242
6142 737 64 382
6143 840 43 233
6145 453 80 117
6146 419 65 450
6148 418 62 157
6149 65 55 333
6151 516 52 155
6153 249 43 144
6156 871 58 275
6160 453 36 362
6165 265 14 400
6177 838 71 498
6178 169 89 403
6181 417 55 243
6181 219 32 396
6182 279 72 312
6183 541 11 52
6186 267 92 192
6187 660 27 122
6187 200 32 493
6189 969 21 135
6191 650 39 292
6194 453 95 291
6194 642 18 404
6194 183 35 445
6197 866 95 164
6197 380 27 456
6201 48 72 84
6202 336 94 146
6203 19 62 202
6205 723 25 173
6212 305 45 497
6221 447 81 383
6221 722 96 469
6223 54 26 90
6223 564 74 121
6224 244 55 294
6225 922 51 161
6229 527 90 192
6230 490 36 453
6232 446 35 315
6233 678 95 134
6233 207 88 285
6233 461 40 478
6234 330 47 140
6236 130 22 368
6237 687 14 86
6238 304 58 66
6238 262 92 131
6240 438 46 331
6244 849 47 97
6246 351 93 468
6251 940 94 449
6253 291 87 386
6255 722 68 118
6255 643 10 281
6260 82 72 374
6262 290 17 404
6266 87 17 377
6271 624 55 321
6275 253 87 232
6275 964 90 393
6275 162 98 474
6278 202 71 481
6279 819 63 246
6287 60 89 464
6289 214 32 492
6290 820 99 319
6293 404 56 444
6295 422 80 112
6300 526 74 325
6300 848 39 405
6301 427 99 275
6314 222 64 225
6321 585 12 226
6322 518 68 150
6322 332 75 338
6322 254 71 387
6326 861 53 488
6327 253 29 384
6328 141 96 389
6329 296 16 271
6330 277 39 181
6334 101 49 167
6336 833 98 393
6336 342 65 417
6337 243 72 323
6338 199 36 260
6339 353 66 408
6339 752 77 478
6341 658 85 87
6342 426 35 355
6342 456 82 472
6344 789 19 459
6346 708 50 218
6349 202 25 212
6350 51 62 200
6353 398 87 179
6356 637 87 118
6357 783 65 129
6367 961 74 279
6369 802 59 462
6370 387 33 280
6370 270 59 379
6373 763 25 321
6375 428 77 463
6377 971 19 72
6377 517 72 104
6386 578 58 148
6386 699 77 161
6387 491 72 482
6390 338 78 223
6392 330 68 75
6394 756 38 436
6395 968 18 100
6396 272 76 283
6397 88 23 490
6400 871 27 459
6402 648 43 312
6407 272 60 262
6409 312 51 280
6409 264 53 321
6411 150 92 295
6412 803 97 328
6414 744 22 266
6414 931 42 330
6420 239 60 482
6424 779 83 245
6424 943 39 434
6427 551 55 199
6428 287 54 302
6430 594 60 62
6430 272 24 188
6431 912 40 410
6432 753 75 193
6434 761 33 193
6435 627 52 58
6436 66 16 384
6436 394 99 395
6437 726 57 64
6437 807 26 69
6439 620 55 181
6444 914 87 253
6445 476 27 322
6447 302 72 335
6447 957 87 429
6448 275 97 176
6448 981 46 454
6452 624 91 280
6455 432 93 98
6465 364 100 397
6466 978 76 338
6467 216 85 363
6469 839 48 277
6473 637 72 243
6476 41 14 26
6477 342 63 416
6479 167 13 395
6480 487 38 38
6482 802 23 130
6483 595 91 443
6486 284 86 349
6487 523 34 272
6487 662 51 356
6490 542 79 456
6491 58 39 252
6491 369 81 366
6493 91 30 142
6499 920 52 126
6500 899 22 361
6501 213 56 442
6502 224 38 281
6502 457 20 420
6503 798 88 116
6503 245 63 119
6505 356 58 235
6507 990 37 280
6510 365 21 214
6512 1000 16 295
6514 218 90 146
6516 255 58 188
6518 104 24 171
6518 677 37 187
6519 268 55 441
6521 695 40 246
6523 75 14 122
6524 334 21 113
6527 466 17 54
6533 830 24 67
6545 93 88 271
6549 197 16 41
6549 823 49 246
6552 547 46 89
6559 464 11 242
6566 874 17 475
6568 671 22 457
6574 857 14 322
6574 329 45 365
6575 289 89 323
6576 552 62 191
6583 298 82 178
6586 394 49 181
6587 476 83 464
6587 603 93 466
6589 401 43 76
6590 690 20 24
6591 928 88 331
6595 767 14 370
6598 370 16 253
6601 842 19 444
6602 311 27 444
6603 558 30 345
6604 829 40 137
6604 556 38 416
6605 310 87 305
6609 468 59 227
6609 110 76 403
6609 679 18 430
6610 359 63 93
6611 974 96 450
6614 312 92 146
6615 973 38 70
6615 802 46 447
6617 745 79 337
6617 298 29 348
6619 214 88 141
6620 215 98 465
6623 917 45 408
6624 54 72 97
6626 668 31 232
6626 79 94 382
6630 79 97 468
6631 41 45 287
6635 724 50 133
6649 818 18 174
6649 327 53 418
6649 63 11 439
6651 791 98 307
6654 348 29 73
6659 566 95 128
6671 518 86 232
6674 592 95 158
6675 585 54 484
6677 613 74 228
6678 935 71 109
6683 966 56 231
6684 116 85 464
6685 888 59 207
6686 698 88 225
6687 578 93 160
6688 544 56 169
6689 152 25 214
6691 796 38 78
6691 56 25 297
6692 553 97 151
6693 841 71 471
6700 63 12 396
6703 867 52 118
6715 763 27 182
6715 173 70 353
6715 612 41 452
6719 458 57 250
6720 242 31 163
6722 896 54 179
6722 189 73 364
6725 429 39 500
6730 859 25 298
6733 706 11 343
6740 27 32 438
6743 865 83 93
6746 445 51 486
6748 190 20 290
6750 141 28 340
6750 91 45 404
6752 228 77 256
6756 795 81 172
6756 779 53 349
6762 371 40 291
6763 167 71 349
6763 687 82 377
6764 258 45 274
6765 214 17 230
6769 943 25 286
6771 585 88 171
6772 180 16 40
6772 647 21 81
6773 577 24 215
6774 574 80 481
6776 829 57 157
6779 641 65 476
6780 652 62 181
6790 799 51 290
6792 636 94 313
6793 440 51 305
6795 982 19 484
6802 910 16 16
6805 698 94 304
6808 995 85 307
6809 699 30 418
6811 670 99 128
6812 97 52 446
6817 820 84 220
6818 437 56 495
6821 432 97 250
6825 734 52 384
6826 951 17 348
6831 970 77 165
6831 602 28 345
6838 241 42 157
6838 264 75 441
6839 696 30 45
6839 859 14 86
6840 660 50 438
6843 133 41 211
6844 713 13 127
6844 515 16 128
6848 844 84 387
6852 540 12 94
6855 415 15 374
6859 260 33 222
6860 939 61 210
6861 956 88 141
6862 926 33 420
6862 734 97 441
6863 958 11 53
6863 518 17 233
6867 797 48 110
6874 648 43 424
6874 614 85 447
6876 791 21 323
6880 60 30 417
6881 783 13 427
6883 287 54 208
6885 154 86 201
6885 645 57 310
6886 995 84 244
6886 900 56 257
6887 447 36 109
6889 774 64 234
6890 43 84 128
6892 652 58 382
6893 343 65 71
6895 863 83 105
6895 573 28 395
6895 846 44 472
6896 630 62 134
6898 757 77 459
6899 582 25 81
6902 281 66 408
6903 553 49 434
6906 955 66 98
6911 834 78 286
6912 763 51 127
6912 316 34 375
6912 758 50 393
6913 120 75 440
6914 831 26 336
6915 535 11 160
6915 381 59 409
6917 83 70 408
6924 868 13 47
6925 345 35 234
6925 35 56 476
6927 125 91 201
6928 350 67 268
6928 839 40 449
6929 379 61 167
6933 456 74 269
6951 755 23 163
6952 110 52 220
6953 267 89 109
6953 121 75 141
6953 950 80 157
6954 126 85 91
6958 543 22 398
6959 136 80 420
6959 433 100 468
6960 875 26 346
6960 804 67 445
6961 698 78 498
6962 61 94 176
6964 818 10 193
6965 872 50 201
6966 42 30 54
6968 25 46 360
6968 434 43 416
6972 508 14 427
6974 258 18 33
6978 22 67 405
6979 323 95 241
6980 708 36 162
6982 259 74 390
6990 96 51 197
6994 16 96 274
6994 967 77 449
7000 423 28 488
7001 607 34 254
7001 462 78 455
7003 203 97 475
7004 192 92 376
7006 409 91 444
7008 412 69 95
7008 556 91 118
7011 345 97 421
7013 815 24 25
7015 669 42 43
7017 619 54 353
7021 757 66 266
7027 319 34 420
7029 561 95 354
7029 615 32 497
7030 800 91 249
7035 824 59 228
7037 848 92 107
7039 131 65 399
7045 380 77 320
7045 858 74 423
7046 876 52 309
7047 155 87 152
7048 962 86 346
7049 673 44 476
7051 79 49 258
7054 501 12 230
7054 476 62 387
7056 928 10 378
7057 927 65 350
7064 42 92 197
7065 897 24 481
7065 641 51 497
7067 975 92 389
7072 97 16 314
7074 152 88 108
7079 561 95 277
7079 253 86 498
7082 912 45 175
7084 989 31 377
7088 865 99 403
7090 244 41 122
7093 518 90 188
7095 584 40 467
7096 571 61 109
7099 644 40 116
7101 909 33 126
7102 424 69 177
7106 887 44 301
7107 605 15 55
7107 659 58 317
7108 946 74 180
7108 369 92 450
7109 750 41 155
7110 243 80 285
7110 332 68 330
7111 553 32 499
7112 328 28 132
7113 401 27 496
7118 865 90 243
7118 570 68 401
7119 984 81 179
7119 799 83 321
7121 369 17 218
7121 288 75 353
7121 380 12 363
7124 872 72 271
7125 218 48 317
7126 81 73 267
7134 730 79 484
7137 953 33 158
7137 587 75 171
7138 934 38 433
7141 734 41 256
7144 619 55 180
7148 468 98 139
7148 964 48 323
7150 908 96 335
7154 19 42 294
7157 939 16 440
7160 398 84 457
7162 840 73 157
7166 687 33 194
7168 902 56 94
7174 371 41 45
7178 650 80 90
7179 568 70 333
7186 424 36 351
7187 484 97 238
7187 750 67 481
7194 707 79 440
7195 341 82 252
7196 780 40 459
7198 347 22 66
7198 167 32 178
7199 730 85 300
7201 835 29 282
7202 78 74 167
7202 791 49 256
7202 782 52 354
7204 601 99 172
7208 809 70 104
7208 730 43 157
7208 795 32 396
7210 91 18 42
7212 533 70 477
7217 132 45 240
7218 205 94 268
7218 521 22 491
7219 370 77 255
7219 897 45 379
7221 401 35 186
7225 719 86 332
7227 207 32 123
7231 385 58 429
7234 252 90 137
7235 234 64 249
7236 616 56 456
7238 659 73 378
7239 965 14 92
7240 957 33 266
7243 736 80 322
7246 832 23 271
7247 131 63 463
7249 780 78 305
7253 24 23 105
7256 476 61 195
7259 418 48 189
7263 458 32 469
7264 337 18 500
7269 757 49 268
7270 875 43 431
7274 106 36 111
7276 223 14 266
7277 446 77 453
7279 896 57 423
7284 394 54 171
7285 742 26 35
7285 925 86 131
7286 270 66 315
7286 615 83 450
7293 628 81 406
7294 887 47 250
7297 938 20 25
7300 728 11 231
7305 238 71 467
7306 149 66 262
7308 313 22 304
7313 928 77 195
7318 645 32 391
7319 38 84 223
7320 288 20 203
7330 921 25 285
7335 133 38 137
7337 860 29 415
7338 21 94 187
7340 929 96 206
7341 534 44 285
7342 313 75 143
7346 859 77 245
7348 293 17 336
7349 381 54 178
7354 836 31 197
7356 20 19 33
7356 57 51 289
7356 340 14 334
7364 662 98 414
7365 312 48 126
7370 906 23 229
7374 78 42 86
7375 922 99 135
7375 515 83 234
7375 785 43 346
7378 755 16 237
7379 459 96 495
7382 724 99 367
7383 219 81 186
7387 980 83 266
7388 212 86 304
7388 186 44 321
7389 261 54 78
7389 298 42 440
7390 902 15 44
7390 472 29 148
7390 830 94 296
7398 477 87 257
7402 586 100 476
7407 780 25 354
7413 207 89 111
7413 940 100 327
7413 150 17 469
7413 910 84 490
7416 888 45 485
7416 440 53 488
7422 200 18 417
7423 78 14 435
7437 381 64 362
7438 258 13 111
7442 859 47 170
7443 307 73 202
7443 893 95 367
7445 860 76 86
7446 817 82 473
7449 727 70 334
7450 914 26 174
7450 939 99 411
7451 180 62 67
7451 910 90 328
7452 527 18 385
7455 765 52 160
7455 668 64 435
7456 185 71 415
7460 647 100 156
7460 646 78 196
7462 206 55 251
7465 438 55 243
7467 836 81 497
7469 848 58 119
7471 979 80 242
7479 167 78 292
7482 653 32 278
7483 63 53 113
7484 249 52 411
7488 897 82 157
7493 997 85 477
7496 842 44 236
7499 983 83 414
7505 547 78 114
7505 450 69 297
7507 251 16 29
7509 54 89 324
7510 273 82 123
7513 35 62 269
7514 896 31 452
7516 894 79 168
7525 349 64 188
7526 807 68 109
7530 340 18 230
7531 595 38 437
7532 822 39 196
7536 352 92 302
7538 920 76 217
7538 584 53 374
7539 769 42 327
7539 458 73 490
7541 702 48 189
7550 213 69 179
7550 175 20 352
7558 151 12 122
7559 995 78 276
7560 195 37 154
7560 782 72 354
7562 381 89 170
7562 11 10 306
7563 117 55 141
7563 442 10 291
7565 43 53 314
7567 728 46 409
7573 885 69 226
7573 635 54 343
7574 402 10 75
7574 210 67 315
7574 965 38 393
7578 282 75 269
7579 268 25 296
7581 728 25 57
7584 69 66 458
7586 648 10 187
7593 249 56 330
7594 498 73 235
7594 200 49 392
7595 53 31 76
7596 824 71 122
7596 257 32 378
7596 718 13 428
7597 874 15 226
7600 355 67 219
7608 653 70 194
7608 28 72 213
7614 651 31 51
7614 294 58 224
7614 125 99 235
7614 484 85 313
7615 444 40 167
7617 44 50 111
7618 987 28 387
7618 481 82 441
7619 780 78 456
7620 933 89 252
7624 45 44 228
7625 51 76 328
7627 781 12 194
7636 256 72 366
7637 964 40 416
7642 158 83 422
7643 742 97 106
7643 611 63 114
7651 189 93 300
7652 94 21 72
7658 100 11 473
7662 458 19 438
7664 821 76 183
7665 398 13 220
7670 66 86 152
7670 541 49 494
7671 746 38 79
7672 521 22 79
7672 164 11 261
7676 696 90 366
7679 266 19 293
7680 223 77 162
7681 699 99 477
7683 869 64 492
7684 927 22 345
7685 723 52 302
7686 20 40 262
7690 962 97 311
7693 984 24 337
7694 244 44 349
7695 299 37 227
7697 719 58 209
7703 600 88 265
7704 396 14 243
7707 265 65 98
7707 277 71 102
7708 824 91 486
7712 916 98 373
7714 697 26 481
7715 763 54 328
7715 944 36 375
7716 561 12 255
7717 497 59 138
7717 449 74 180
7719 663 52 131
7720 515 47 476
7721 92 66 420
7724 489 61 455
7728 696 69 156
7728 519 10 449
7729 599 87 330
7730 652 11 378
7732 464 89 322
7736 538 64 162
7738 263 44 189
7740 380 73 146
7741 892 56 449
7743 921 46 303
7744 82 76 450
7747 724 61 320
7750 163 99 183
7752 452 52 227
7752 870 77 263
7754 966 82 140
7760 521 79 349
7762 468 40 101
7763 929 46 103
7763 521 78 372
7764 863 44 172
7765 546 19 354
7767 797 30 490
7768 532 74 336
7770 756 36 119
7773 519 29 266
7780 261 66 163
7781 76 44 147
7781 412 67 168
7782 60 89 112
7783 395 96 428
7785 704 60 214
7793 143 24 319
7794 193 45 339
7796 819 64 254
7797 427 76 318
7801 804 27 310
7801 28 31 432
7803 221 24 310
7803 968 72 441
7804 850 43 308
7808 993 27 386
7811 370 50 214
7812 885 82 325
7813 721 42 256
7813 292 64 399
7814 795 21 129
7815 777 39 49
7819 617 41 175
7819 305 28 445
7826 335 58 356
7827 457 55 454
7828 432 73 334
7831 560 33 49
7831 653 68 161
7843 387 15 274
7847 543 57 107
7847 398 67 139
7847 624 17 337
7848 876 53 390
7850 634 77 229
7854 872 56 348
7854 581 43 353
7855 499 22 67
7858 249 45 56
7861 157 95 382
7863 631 48 65
7866 424 63 336
7869 433 37 387
7869 88 55 490
7876 687 75 255
7878 591 25 428
7880 221 19 218
7881 690 65 111
7882 286 30 164
7884 742 38 362
7887 40 33 191
7887 319 13 246
7888 305 97 321
7892 174 81 340
7893 895 86 323
7895 82 70 81
7901 941 10 129
7902 532 26 60
7903 852 84 411
7904 125 62 295
7904 40 91 430
7906 779 99 123
7909 665 16 404
7913 526 45 280
7914 600 63 88
7914 320 67 166
7916 22 49 348
7921 961 73 337
7922 983 16 404
7925 955 54 404
7928 647 31 40
7929 628 40 315
7931 668 99 492
7935 789 92 315
7935 859 77 364
7935 134 100 414
7939 778 71 216
7941 456 72 498
7942 903 61 346
7947 71 70 360
7953 110 89 95
7953 437 59 404
7955 898 95 476
7957 42 98 220
7959 923 55 297
7960 870 95 489
7961 553 10 76
7964 512 64 479
7966 805 91 279
7968 369 96 254
7969 781 65 289
7974 887 15 19
7974 702 41 234
7975 82 65 321
7975 202 34 459
7976 205 76 93
7981 317 71 251
7984 819 20 208
7988 651 87 110
7989 92 91 303
7991 153 67 479
7992 464 24 348
7994 495 16 252
7996 525 57 271
8002 361 32 324
8005 26 49 94
8007 528 81 311
8009 785 71 280
8013 952 79 294
8016 543 49 93
8016 625 32 186
8018 665 68 89
8018 303 83 285
8020 593 20 155
8020 629 31 348
8021 508 16 453
8025 952 47 232
8035 380 88 380
8036 758 98 488
8041 963 14 352
8044 757 64 145
8044 907 57 476
8046 828 53 113
8050 291 64 380
8051 958 100 219
8053 319 45 479
8057 117 54 243
8057 537 52 459
8058 342 45 169
8061 732 85 457
8062 692 17 74
8062 98 84 392
8062 19 78 434
8062 670 87 478
8063 570 42 243
8066 599 56 218
8069 254 67 418
8071 955 22 312
8072 74 34 261
8075 461 96 319
8076 817 63 69
8079 368 53 179
8079 65 32 296
8079 212 13 385
8082 680 67 426
8085 533 40 177
8085 150 60 451
8086 23 54 289
8086 525 53 477
8087 845 44 286
8092 782 51 216
8093 566 70 131
8095 228 44 131
8095 706 95 381
8095 467 38 481
8097 802 22 446
8100 399 57 57
8101 788 10 35
8101 32 24 440
8110 571 98 406
8111 296 60 100
8113 658 97 498
8115 572 61 307
8116 826 27 89
8117 744 11 289
8117 418 13 378
8119 58 50 225
8124 588 83 289
8127 225 74 335
8132 714 32 280
8134 369 67 172
8137 507 63 408
8138 62 74 129
8140 152 56 291
8141 890 21 268
8149 643 49 466
8155 268 25 44
8157 659 32 408
8168 524 46 123
8168 1000 97 230
8168 548 40 467
8171 966 57 136
8173 958 91 196
8174 950 53 258
